time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,G(i)_POA
20180715:0410,40.55,71.45,4.01,16.29,16.46,2.69,0,116.01
20180715:0510,166.31,140.67,7.16,27.64,18.07,2.9,0,314.14
20180715:0610,421.16,126.65,11.28,39.18,19.8,2.9,0,559.09
20180715:0710,585.69,156.58,14.14,50.58,21.97,3.1,0,756.41
20180715:0810,565.71,267.25,15.25,61.22,23.57,3.17,0,848.21
20180715:0910,436.96,381.27,14.87,69.51,24.98,3.52,0,833.1
20180715:1010,696.16,258.94,17.11,71.64,26.1,3.66,0,972.21
20180715:1110,679.27,234.35,16.53,65.89,26.89,3.79,0,930.15
20180715:1210,186.19,386.21,10.89,56.12,27.62,3.72,0,583.29
20180715:1310,167.86,315.8,9.44,44.99,27.96,3.79,0,493.1
20180715:1410,270.63,150.43,9.11,33.48,27.34,4,0,430.17
20180715:1510,98.13,110.04,5.53,22,26.94,4.14,0,213.7
20180715:1610,0,41.11,0.87,10.83,25.74,4.41,0,41.98
20180715:1710,0,0,0,0,23.74,4.41,0,0
20180715:1810,0,0,0,0,21.69,4.28,0,0
20180715:1910,0,0,0,0,20.56,3.72,0,0
20180715:2010,0,0,0,0,19.42,3.03,0,0
20180715:2110,0,0,0,0,18.46,2.41,0,0
20180715:2210,0,0,0,0,17.63,2.07,0,0
20180715:2310,0,0,0,0,16.88,1.86,0,0
20180716:0010,0,0,0,0,16.06,1.79,0,0
20180716:0110,0,0,0,0,15.18,1.66,0,0
20180716:0210,0,0,0,0,14.44,1.52,0,0
20180716:0310,0,23.98,0.51,5.27,13.82,1.45,0,24.49
20180716:0410,46.01,61.87,4.14,16.18,15.56,1.45,0,112.02
20180716:0510,224.74,98.05,7.81,27.53,18.27,1.93,0,330.6
20180716:0610,365.18,163.87,10.8,39.07,20.21,1.79,0,539.85
20180716:0710,459.71,235.11,13.17,50.46,21.8,1.24,0,707.99
20180716:0810,523.46,292.22,14.92,61.09,23.44,2,0,830.6
20180716:0910,794.14,187.71,17.61,69.35,24.66,2.48,0,999.46
20180716:1010,735.69,236.45,17.38,71.49,25.67,2.83,0,989.52
20180716:1110,471.29,349.42,14.92,65.78,26.49,3.31,0,835.63
20180716:1210,652.55,172.21,15.32,56.03,27.06,3.79,0,840.08
20180716:1310,442.96,186.37,12.3,44.92,26.96,4.14,0,641.63
20180716:1410,205.03,191.63,8.41,33.41,26.98,4.14,0,405.07
20180716:1510,73.12,130.1,5.08,21.92,26.56,4.21,0,208.3
20180716:1610,0,62.52,1.32,10.75,25.26,4.69,0,63.84
20180716:1710,0,0,0,0,23.13,4.69,0,0
20180716:1810,0,0,0,0,21.43,4,0,0
20180716:1910,0,0,0,0,20.3,3.24,0,0
20180716:2010,0,0,0,0,19.17,2.76,0,0
20180716:2110,0,0,0,0,18.23,2.34,0,0
20180716:2210,0,0,0,0,17.35,1.86,0,0
20180716:2310,0,0,0,0,16.17,1.59,0,0
20180717:0010,0,0,0,0,14.91,1.45,0,0
20180717:0110,0,0,0,0,15.54,0.9,0,0
20180717:0210,0,0,0,0,15.69,0.55,0,0
20180717:0310,0,27.4,0.58,5.14,15.33,0.41,0,27.98
20180717:0410,52.13,53.17,4.32,16.06,16.03,0.41,0,109.62
20180717:0510,229.67,95.36,7.87,27.42,18.07,1.17,0,332.9
20180717:0610,420.61,128.87,11.27,38.96,20,1.59,0,560.75
20180717:0710,0,0,0,0,21.58,2.14,0,0
20180717:0810,731.5,170.4,16.46,60.96,23.11,2.07,0,918.36
20180717:0910,815.71,176.8,17.78,69.19,24.59,2.21,0,1010.29
20180717:1010,801.65,199.63,17.87,71.33,25.93,2.69,0,1019.15
20180717:1110,806.64,160.7,17.45,65.66,26.88,3.31,0,984.79
20180717:1210,690.76,152.54,15.64,55.94,27.46,3.59,0,858.94
20180717:1310,508.83,146.12,12.82,44.84,27.63,3.79,0,667.77
20180717:1410,313.4,122.73,9.49,33.33,27.45,4,0,445.62
20180717:1510,128.18,83.99,5.95,21.84,26.98,3.86,0,218.12
20180717:1610,0,60.8,1.28,10.67,26.31,3.24,0,62.08
20180717:1710,0,0,0,0,25.32,1.86,0,0
20180717:1810,0,0,0,0,24.02,1.66,0,0
20180717:1910,0,0,0,0,22.15,1.24,0,0
20180717:2010,0,0,0,0,21.62,1.1,0,0
20180717:2110,0,0,0,0,22.27,0.9,0,0
20180717:2210,0,0,0,0,21.3,0.9,0,0
20180717:2310,0,0,0,0,20.71,0.62,0,0
20180718:0010,0,0,0,0,20.19,0.28,0,0
20180718:0110,0,0,0,0,19.64,0.28,0,0
20180718:0210,0,0,0,0,19.27,0.55,0,0
20180718:0310,0,20.55,0.43,5.02,19.04,0.83,0,20.98
20180718:0410,34.91,75.76,3.74,15.94,19.49,0.69,0,114.41
20180718:0510,192.72,117.96,7.34,27.31,22.29,0.55,0,318.02
20180718:0610,387,144.36,10.83,38.85,24.48,0.55,0,542.19
20180718:0710,442.79,240.1,12.89,50.22,25.72,1.03,0,695.78
20180718:0810,454.4,321.83,14.2,60.82,27.21,2.48,0,790.43
20180718:0910,587.5,304.05,15.99,69.03,28.31,3.38,0,907.54
20180718:1010,529.04,345.08,15.68,71.16,28.9,4,0,889.8
20180718:1110,22.01,362.63,7.58,65.53,29.23,4.34,0,392.22
20180718:1210,583.54,210.99,14.68,55.85,29.35,4.28,0,809.21
20180718:1310,0,111.81,2.22,44.76,29.37,4.21,0,114.03
20180718:1410,0,41.81,0.83,33.25,29.47,4.28,0,42.64
20180718:1510,0,57.27,1.14,21.76,27.67,4.76,0,58.41
20180718:1610,0,47.96,1.01,10.58,25.14,4.76,0,48.97
20180718:1710,0,0,0,0,23.52,3.66,0,0
20180718:1810,0,0,0,0,22.52,3.03,0,0
20180718:1910,0,0,0,0,20.88,2.48,0,0
20180718:2010,0,0,0,0,20.06,2.41,0,0
20180718:2110,0,0,0,0,19.08,1.45,0,0
20180718:2210,0,0,0,0,18.71,0.21,0,0
20180718:2310,0,0,0,0,17.91,0.83,0,0
20180719:0010,0,0,0,0,17.23,1.03,0,0
20180719:0110,0,0,0,0,16.44,1.24,0,0
20180719:0210,0,0,0,0,15.64,1.38,0,0
20180719:0310,0,8.56,0.18,4.89,15.09,1.38,0,8.74
20180719:0410,0.96,81.48,1.68,15.82,16.46,1.31,0,84.12
20180719:0510,196.94,114.42,7.36,27.19,18.82,2.07,0,318.72
20180719:0610,347.16,171.08,10.49,38.73,20.55,2.48,0,528.73
20180719:0710,588.91,151.44,14,50.1,21.8,2.83,0,754.35
20180719:0810,729.53,164.71,16.26,60.68,23.4,3.17,0,910.5
20180719:0910,741.13,216.47,17.09,68.86,24.83,3.79,0,974.69
20180719:1010,651.7,282.24,16.64,70.99,25.76,4.21,0,950.58
20180719:1110,637.5,256.78,16.08,65.4,26.29,4.34,0,910.36
20180719:1210,578.06,215.15,14.63,55.74,26.56,4.48,0,807.84
20180719:1310,132.01,319.02,8.79,44.67,26.64,4.76,0,459.82
20180719:1410,206.33,187.63,8.3,33.16,26.16,4.97,0,402.26
20180719:1510,128.38,81.86,5.86,21.67,25.59,4.76,0,216.1
20180719:1610,0,59.09,1.25,10.48,24.79,4.62,0,60.34
20180719:1710,0,0,0,0,23.53,4,0,0
20180719:1810,0,0,0,0,21.79,3.45,0,0
20180719:1910,0,0,0,0,20.4,2.55,0,0
20180719:2010,0,0,0,0,19.58,2,0,0
20180719:2110,0,0,0,0,18.81,1.59,0,0
20180719:2210,0,0,0,0,17.78,1.52,0,0
20180719:2310,0,0,0,0,16.81,1.52,0,0
20180720:0010,0,0,0,0,16.16,1.45,0,0
20180720:0110,0,0,0,0,15.38,1.38,0,0
20180720:0210,0,0,0,0,15.11,1.24,0,0
20180720:0310,0,15.41,0.33,4.76,14.73,1.1,0,15.74
20180720:0410,39.26,67.08,3.82,15.7,15.75,1.03,0,110.16
20180720:0510,227.72,92.41,7.69,27.07,18.5,1.86,0,327.82
20180720:0610,425.81,120.9,11.14,38.61,20.13,2.14,0,557.85
20180720:0710,596.98,146.72,14.03,49.98,21.45,1.93,0,757.73
20180720:0810,740.03,158.88,16.31,60.54,23.13,2.28,0,915.22
20180720:0910,825.6,164.11,17.63,68.69,24.58,2.62,0,1007.34
20180720:1010,831.77,172.72,17.83,70.81,25.85,3.24,0,1022.32
20180720:1110,803.59,156.18,17.22,65.26,26.63,3.72,0,976.99
20180720:1210,566.73,222.22,14.52,55.64,26.68,3.93,0,803.47
20180720:1310,374.15,223.18,11.54,44.57,26.51,4.14,0,608.87
20180720:1410,305.33,124.42,9.26,33.07,25.94,4.28,0,439.01
20180720:1510,138.9,73.74,6,21.58,25.49,4.07,0,218.64
20180720:1610,0,53.95,1.14,10.38,24.96,3.66,0,55.09
20180720:1710,0,0,0,0,23.73,2.62,0,0
20180720:1810,0,0,0,0,22.34,2.28,0,0
20180720:1910,0,0,0,0,21.26,2.76,0,0
20180720:2010,0,0,0,0,20.23,2.34,0,0
20180720:2110,0,0,0,0,19.28,2,0,0
20180720:2210,0,0,0,0,18.47,1.86,0,0
20180720:2310,0,0,0,0,17.59,1.79,0,0
20180721:0010,0,0,0,0,16.84,1.79,0,0
20180721:0110,0,0,0,0,16.15,1.72,0,0
20180721:0210,0,0,0,0,15.56,1.79,0,0
20180721:0310,0,3.43,0.07,4.62,15.03,1.66,0,3.5
20180721:0410,21.95,90.68,3.22,15.57,16.45,1.52,0,115.85
20180721:0510,202.7,108.37,7.34,26.95,18.78,2.07,0,318.41
20180721:0610,351.81,166.8,10.45,38.49,20.81,2.14,0,529.06
20180721:0710,305.9,307.02,11.56,49.85,22.94,1.86,0,624.48
20180721:0810,289.31,386.35,12.5,60.39,24.33,2,0,688.16
20180721:0910,331.54,414.79,13.62,68.51,25.88,2.28,0,759.95
20180721:1010,413.19,396.06,14.59,70.62,27.04,2.55,0,823.84
20180721:1110,519.45,319.99,15.1,65.11,27.79,2.62,0,854.54
20180721:1210,443.92,289.72,13.51,55.52,28.35,2.69,0,747.15
20180721:1310,428.69,190.36,11.95,44.47,28.71,2.62,0,631
20180721:1410,171.97,205.47,7.85,32.98,28.81,2.55,0,385.29
20180721:1510,83.21,118.51,5.1,21.48,28.64,2.62,0,206.82
20180721:1610,0,49.67,1.05,10.27,28.19,2.97,0,50.72
20180721:1710,0,0,0,0,26.38,3.17,0,0
20180721:1810,0,0,0,0,24.12,3.86,0,0
20180721:1910,0,0,0,0,22.62,3.66,0,0
20180721:2010,0,0,0,0,21.3,2.9,0,0
20180721:2110,0,0,0,0,20.29,2.48,0,0
20180721:2210,0,0,0,0,19.62,2.28,0,0
20180721:2310,0,0,0,0,18.98,2.07,0,0
20180722:0010,0,0,0,0,18.29,1.93,0,0
20180722:0110,0,0,0,0,17.59,1.86,0,0
20180722:0210,0,0,0,0,16.9,1.72,0,0
20180722:0310,0,18.84,0.4,4.49,16.22,1.59,0,19.24
20180722:0410,41.78,62.33,3.85,15.45,17.44,1.38,0,107.96
20180722:0510,207.83,105.71,7.4,26.83,19.87,1.72,0,320.94
20180722:0610,302.86,197.05,10,38.37,21.78,1.59,0,509.91
20180722:0710,329.62,298.7,11.81,49.72,23.39,1.59,0,640.13
20180722:0810,596.9,247.69,15.26,60.25,24.66,1.79,0,859.85
20180722:0910,627.94,285.21,16.24,68.33,26.06,2,0,929.39
20180722:1010,642.54,288.92,16.51,70.43,27.18,2.62,0,947.97
20180722:1110,728.45,204.19,16.66,64.96,28.16,3.31,0,949.3
20180722:1210,169.58,384.93,10.51,55.4,28.61,3.86,0,565.02
20180722:1310,445.66,182.04,12.1,44.37,28.8,4.14,0,639.8
20180722:1410,306.78,124.84,9.24,32.88,28.41,4.48,0,440.86
20180722:1510,126.38,83.35,5.75,21.37,27.88,4.97,0,215.48
20180722:1610,0,56.52,1.19,10.16,26.44,5.03,0,57.71
20180722:1710,0,0,0,0,24.78,4.34,0,0
20180722:1810,0,0,0,0,23.17,3.45,0,0
20180722:1910,0,0,0,0,22.48,2.69,0,0
20180722:2010,0,0,0,0,21.28,2.34,0,0
20180722:2110,0,0,0,0,20.31,2,0,0
20180722:2210,0,0,0,0,19.2,1.72,0,0
20180722:2310,0,0,0,0,17.93,1.52,0,0
20180723:0010,0,0,0,0,16.95,1.38,0,0
20180723:0110,0,0,0,0,16.39,1.24,0,0
20180723:0210,0,0,0,0,16.27,1.03,0,0
20180723:0310,0,17.98,0.38,4.35,16.96,0.76,0,18.36
20180723:0410,38.7,66.45,3.74,15.32,17.65,0.55,0,108.89
20180723:0510,208.69,104.98,7.38,26.71,20.03,0.83,0,321.05
20180723:0610,405.11,133.97,10.87,38.25,22.06,0.07,0,549.95
20180723:0710,561.38,171.07,13.71,49.59,23.85,1.45,0,746.16
20180723:0810,623.29,233.38,15.44,60.09,25.47,2.07,0,872.11
20180723:0910,747.48,216.58,17.07,68.14,26.97,2.48,0,981.13
20180723:1010,593.87,317,16.15,70.24,28.11,2.97,0,927.02
20180723:1110,680.58,235.41,16.33,64.81,28.93,3.24,0,932.32
20180723:1210,675.13,158.86,15.26,55.28,29.43,3.45,0,849.25
20180723:1310,502.63,147.5,12.53,44.26,29.59,3.66,0,662.66
20180723:1410,290.71,136.32,9.08,32.77,29.31,3.59,0,436.11
20180723:1510,111.19,96.54,5.52,21.27,28.92,3.38,0,213.25
20180723:1610,0,58.23,1.23,10.04,28.04,2.76,0,59.46
20180723:1710,0,0,0,0,26.83,1.79,0,0
20180723:1810,0,0,0,0,25.55,1.72,0,0
20180723:1910,0,0,0,0,24.14,1.45,0,0
20180723:2010,0,0,0,0,22.59,1.45,0,0
20180723:2110,0,0,0,0,21.68,1.45,0,0
20180723:2210,0,0,0,0,21.13,1.38,0,0
20180723:2310,0,0,0,0,20.97,1.17,0,0
20180724:0010,0,0,0,0,20.88,1.03,0,0
20180724:0110,0,0,0,0,19.9,1.24,0,0
20180724:0210,0,0,0,0,19.69,1.1,0,0
20180724:0310,0,6.85,0.14,4.21,19.62,0.97,0,6.99
20180724:0410,30.38,76.63,3.44,15.19,20.2,0.69,0,110.45
20180724:0510,185.58,119.22,7.05,26.59,23.22,0.14,0,311.85
20180724:0610,369.34,154.24,10.49,38.12,25.55,0.55,0,534.07
20180724:0710,555.24,171.27,13.56,49.46,26.9,3.38,0,740.07
20180724:0810,675.88,196.94,15.7,59.94,28.19,4.41,0,888.52
20180724:0910,783.9,189.47,17.2,67.95,29.4,5.1,0,990.57
20180724:1010,507.12,355.69,15.35,70.03,30.21,5.79,0,878.16
20180724:1110,3.04,296.55,5.95,64.64,30.07,6.07,0,305.54
20180724:1210,265.04,362.89,11.68,55.15,30.51,6.21,0,639.61
20180724:1310,505.1,142.87,12.46,44.14,29.26,6.28,0,660.43
20180724:1410,297.62,129.1,9.06,32.66,28.32,4.97,0,435.78
20180724:1510,0,53.63,1.07,21.15,27.69,3.52,0,54.7
20180724:1610,0,55.66,1.18,9.92,27.09,2.41,0,56.84
20180724:1710,0,0,0,0,25.86,1.86,0,0
20180724:1810,0,0,0,0,24.57,1.24,0,0
20180724:1910,0,0,0,0,22.85,1.24,0,0
20180724:2010,0,0,0,0,21.92,1.38,0,0
20180724:2110,0,0,0,0,20.8,1.52,0,0
20180724:2210,0,0,0,0,19.99,1.66,0,0
20180724:2310,0,0,0,0,19.05,1.59,0,0
20180725:0010,0,0,0,0,18.4,1.38,0,0
20180725:0110,0,0,0,0,18.4,1.1,0,0
20180725:0210,0,0,0,0,19.15,0.69,0,0
20180725:0310,0,18.84,0.4,4.07,18.67,0.34,0,19.24
20180725:0410,32.84,72.53,3.49,15.06,18.99,0.34,0,108.86
20180725:0510,32.9,184.99,4.5,26.46,21.24,0.9,0,222.39
20180725:0610,253.58,221.59,9.4,38,23.21,2.07,0,484.57
20180725:0710,313.09,302.56,11.52,49.32,24.19,2.14,0,627.17
20180725:0810,549.09,272.46,14.78,59.78,25.34,2.55,0,836.33
20180725:0910,785.75,189.76,17.2,67.76,26.16,2.83,0,992.71
20180725:1010,803.02,191.27,17.47,69.82,26.94,2.9,0,1011.76
20180725:1110,754.99,185.79,16.69,64.47,27.55,3.24,0,957.47
20180725:1210,364.54,326.55,12.7,55.01,27.89,3.59,0,703.79
20180725:1310,84.91,314.86,7.79,44.02,27.82,3.79,0,407.56
20180725:1410,2.48,171.86,3.47,32.54,27.39,3.72,0,177.81
20180725:1510,0,93.63,1.86,21.03,26.44,3.79,0,95.49
20180725:1610,0,55.66,1.18,9.79,24.79,4.14,0,56.84
20180725:1710,0,0,0,0,23.13,3.52,0,0
20180725:1810,0,0,0,0,21.85,2.34,0,0
20180725:1910,0,0,0,0,21.41,1.45,0,0
20180725:2010,0,0,0,0,20.39,1.03,0,0
20180725:2110,0,0,0,0,19.62,0.9,0,0
20180725:2210,0,0,0,0,19.03,0.97,0,0
20180725:2310,0,0,0,0,18.37,1.1,0,0
20180726:0010,0,0,0,0,17.85,1.17,0,0
20180726:0110,0,0,0,0,17.36,1.1,0,0
20180726:0210,0,0,0,0,17.47,0.9,0,0
20180726:0310,0,19.7,0.42,3.92,17.38,0.83,0,20.12
20180726:0410,3.3,89.64,1.99,14.92,18.34,0.55,0,94.93
20180726:0510,19.1,176.14,3.98,26.33,20.66,1.1,0,199.22
20180726:0610,230.46,231.65,9.11,37.87,22.67,1.31,0,471.22
20180726:0710,511.11,197.15,13.15,49.19,23.56,1.59,0,721.41
20180726:0810,673.3,197.46,15.59,59.62,25.33,1.03,0,886.35
20180726:0910,660.49,262.87,16.28,67.56,26.34,1.52,0,939.64
20180726:1010,128.67,443.69,10.83,69.61,27.4,2,0,583.19
20180726:1110,368.76,383.5,13.6,64.29,27.94,1.93,0,765.86
20180726:1210,461.63,278.95,13.49,54.86,28.48,2,0,754.07
20180726:1310,293.94,262,10.6,43.89,28.9,1.79,0,566.54
20180726:1410,0,86.36,1.72,32.42,29.07,1.66,0,88.08
20180726:1510,0,48.18,0.96,20.9,28.86,1.59,0,49.14
20180726:1610,0,49.67,1.05,9.65,27.62,2.83,0,50.72
20180726:1710,0,0,0,0,25.19,3.72,0,0
20180726:1810,0,0,0,0,23.5,3.38,0,0
20180726:1910,0,0,0,0,22.21,1.31,0,0
20180726:2010,0,0,0,0,21.15,1.52,0,0
20180726:2110,0,0,0,0,20.21,1.45,0,0
20180726:2210,0,0,0,0,19.21,1.24,0,0
20180726:2310,0,0,0,0,18.35,1.1,0,0
20180727:0010,0,0,0,0,18.17,0.9,0,0
20180727:0110,0,0,0,0,18.49,0.69,0,0
20180727:0210,0,0,0,0,18.32,0.55,0,0
20180727:0310,0,2.57,0.05,3.78,17.99,0.62,0,2.62
20180727:0410,24.92,81.26,3.16,14.79,18.56,0.55,0,109.34
20180727:0510,198.56,108.77,7.09,26.2,20.91,1.03,0,314.42
20180727:0610,397.41,134.96,10.6,37.74,23.05,1.24,0,542.97
20180727:0710,585.33,152.33,13.67,49.05,24.5,1.38,0,751.33
20180727:0810,726.56,165.58,15.93,59.46,25.66,0.62,0,908.07
20180727:0910,823.55,165.75,17.36,67.36,26.23,0.34,0,1006.66
20180727:1010,717.15,243.2,16.82,69.39,26.9,0.83,0,977.17
20180727:1110,87.83,414.76,9.64,64.11,27.8,1.24,0,512.23
20180727:1210,0,89.08,1.77,54.71,28.49,1.52,0,90.85
20180727:1310,314.63,252.44,10.78,43.76,28.36,1.72,0,577.85
20180727:1410,62.59,231.95,5.93,32.29,28.04,2.07,0,300.47
20180727:1510,124.6,81.82,5.53,20.77,26.93,2.21,0,211.95
20180727:1610,0,56.52,1.19,9.52,26.21,2.28,0,57.71
20180727:1710,0,0,0,0,25.23,2.55,0,0
20180727:1810,0,0,0,0,23.61,2.97,0,0
20180727:1910,0,0,0,0,23.16,2.97,0,0
20180727:2010,0,0,0,0,22.22,2.14,0,0
20180727:2110,0,0,0,0,21.49,1.66,0,0
20180727:2210,0,0,0,0,20.41,1.59,0,0
20180727:2310,0,0,0,0,19.32,1.45,0,0
20180728:0010,0,0,0,0,18.37,1.31,0,0
20180728:0110,0,0,0,0,17.76,1.1,0,0
20180728:0210,0,0,0,0,17.35,0.97,0,0
20180728:0310,0,2.57,0.05,3.63,17.15,0.83,0,2.62
20180728:0410,0,57.27,1.14,14.65,17.77,0.9,0,58.41
20180728:0510,5.94,153.58,3.2,26.07,20.2,1.52,0,162.72
20180728:0610,117.43,268,7.58,37.61,21.55,1.79,0,393.01
20180728:0710,492.85,207.38,12.93,48.91,20.89,1.17,0,713.16
20180728:0810,544.38,272.25,14.59,59.29,22.33,0.97,0,831.22
20180728:0910,151.52,436.82,11.05,67.15,23.63,1.1,0,599.39
20180728:1010,242.07,439.65,12.51,69.16,25.44,1.31,0,694.23
20180728:1110,172.02,424.72,11.16,63.92,26.66,1.59,0,607.9
20180728:1210,53.8,359.14,8.03,54.56,27.19,2.21,0,420.97
20180728:1310,0,116.35,2.31,43.62,27.35,2.9,0,118.66
20180728:1410,310.94,117.88,9.01,32.16,26.8,3.24,0,437.83
20180728:1510,130.18,77.38,5.59,20.64,25.71,3.31,0,213.15
20180728:1610,0,54.81,1.16,9.37,25.17,3.24,0,55.97
20180728:1710,0,0,0,0,24.23,2.28,0,0
20180728:1810,0,0,0,0,23.09,1.93,0,0
20180728:1910,0,0,0,0,22.32,2.07,0,0
20180728:2010,0,0,0,0,21.26,2.07,0,0
20180728:2110,0,0,0,0,20.34,2,0,0
20180728:2210,0,0,0,0,19.37,1.72,0,0
20180728:2310,0,0,0,0,18.31,1.52,0,0
20180729:0010,0,0,0,0,17.49,1.31,0,0
20180729:0110,0,0,0,0,16.92,1.31,0,0
20180729:0210,0,0,0,0,16.53,1.24,0,0
20180729:0310,0,2.57,0.05,3.48,16.16,1.24,0,2.62
20180729:0410,23.6,81.04,3.06,14.52,17.15,0.97,0,107.7
20180729:0510,184.22,118.55,6.87,25.94,20.28,1.17,0,309.64
20180729:0610,391.47,139.33,10.49,37.48,22.28,1.1,0,541.29
20180729:0710,555.86,171.68,13.4,48.76,23.91,1.17,0,740.94
20180729:0810,630.13,227.24,15.25,59.12,25.08,1.24,0,872.62
20180729:0910,652.12,270.8,16.17,66.93,26.45,1.17,0,939.09
20180729:1010,804.82,192.43,17.36,68.93,27.48,1.45,0,1014.61
20180729:1110,684.79,231.19,16.11,63.72,28.37,1.59,0,932.09
20180729:1210,294.75,351.67,11.88,54.4,28.97,1.79,0,658.3
20180729:1310,404.7,204.93,11.52,43.48,29.24,1.86,0,621.15
20180729:1410,313.97,118.1,9.04,32.02,29.23,1.72,0,441.11
20180729:1510,122.43,83.14,5.44,20.5,28.89,1.72,0,211.01
20180729:1610,0,52.24,1.1,9.22,28.4,1.86,0,53.34
20180729:1710,0,0,0,0,27.03,1.79,0,0
20180729:1810,0,0,0,0,25.49,1.93,0,0
20180729:1910,0,0,0,0,23.92,2.41,0,0
20180729:2010,0,0,0,0,22.78,2.55,0,0
20180729:2110,0,0,0,0,21.81,2.48,0,0
20180729:2210,0,0,0,0,21.05,2.41,0,0
20180729:2310,0,0,0,0,20.4,2.34,0,0
20180730:0010,0,0,0,0,19.82,2.14,0,0
20180730:0110,0,0,0,0,19.24,1.93,0,0
20180730:0210,0,0,0,0,18.36,1.59,0,0
20180730:0310,0,2.57,0.05,3.33,17.46,1.38,0,2.62
20180730:0410,23.79,80.19,3.04,14.38,18.51,1.03,0,107.02
20180730:0510,181.48,119.75,6.8,25.81,21.75,1.38,0,308.03
20180730:0610,383.11,144.4,10.38,37.34,23.96,1.59,0,537.89
20180730:0710,565.5,166.06,13.44,48.62,26.04,1.24,0,745
20180730:0810,703.17,182.65,15.7,58.95,27.63,1.03,0,901.52
20180730:0910,785.47,191.19,17.02,66.72,28.52,1.1,0,993.68
20180730:1010,413.87,393.7,14.36,68.7,28.95,1.17,0,821.93
20180730:1110,6.18,313.17,6.33,63.52,29.75,1.31,0,325.68
20180730:1210,0,88.18,1.75,54.23,30.59,1.59,0,89.93
20180730:1310,519.03,136.61,12.39,43.33,30.91,1.86,0,668.03
20180730:1410,301.83,124.97,8.88,31.87,30.78,2.07,0,435.68
20180730:1510,117.05,87.08,5.34,20.35,30.36,2.21,0,209.47
20180730:1610,0,47.96,1.01,9.07,29.64,2.21,0,48.97
20180730:1710,0,0,0,0,28.14,2.21,0,0
20180730:1810,0,0,0,0,26.46,2.55,0,0
20180730:1910,0,0,0,0,24.98,3.31,0,0
20180730:2010,0,0,0,0,24.03,3.1,0,0
20180730:2110,0,0,0,0,23.16,2.83,0,0
20180730:2210,0,0,0,0,22.41,2.48,0,0
20180730:2310,0,0,0,0,21.71,2.34,0,0
20180731:0010,0,0,0,0,21.08,2.21,0,0
20180731:0110,0,0,0,0,20.38,2.07,0,0
20180731:0210,0,0,0,0,19.69,1.93,0,0
20180731:0310,0,1.71,0.04,3.18,19.06,1.86,0,1.75
20180731:0410,19.88,82.57,2.84,14.24,19.88,1.52,0,105.29
20180731:0510,166.67,126.65,6.55,25.67,22.73,2.28,0,299.87
20180731:0610,353.84,158.95,10.04,37.21,24.99,2.69,0,522.83
20180731:0710,544.82,173.15,13.15,48.47,27.6,3.03,0,731.12
20180731:0810,348.02,358.92,12.77,58.77,29.32,2.83,0,719.71
20180731:0910,715.92,226.67,16.4,66.5,30.35,2.41,0,958.99
20180731:1010,468.15,366.71,14.72,68.45,31.38,2.07,0,849.58
20180731:1110,290.09,403.24,12.59,63.31,31.42,2.28,0,705.92
20180731:1210,428.22,291.1,12.98,54.06,32.03,2.69,0,732.3
20180731:1310,196.16,294.8,9.33,43.17,32.49,3.03,0,500.29
20180731:1410,0,40,0.8,31.72,32.24,3.31,0,40.8
20180731:1510,0,62.72,1.25,20.2,29.8,3.1,0,63.97
20180731:1610,0,22.27,0.47,8.91,27.16,2.83,0,22.74
20180731:1710,0,0,0,0,24.7,2.83,0,0
20180731:1810,0,0,0,0,23.38,3.31,0,0
20180731:1910,0,0,0,0,19.45,2.69,0,0
20180731:2010,0,0,0,0,19.32,2.55,0,0
20180731:2110,0,0,0,0,19.06,2.14,0,0
20180731:2210,0,0,0,0,18.87,2.14,0,0
20180731:2310,0,0,0,0,19.05,1.79,0,0
20180801:0010,0,0,0,0,18.88,1.24,0,0
20180801:0110,0,0,0,0,18.28,1.31,0,0
20180801:0210,0,0,0,0,17.67,1.17,0,0
20180801:0310,0,2.57,0.05,3.03,17.15,1.03,0,2.62
20180801:0410,19.72,83.52,2.84,14.09,18.05,1.1,0,106.08
20180801:0510,194.96,109.15,6.85,25.54,19.61,1.17,0,310.96
20180801:0610,410.01,129.61,10.56,37.07,21.94,1.72,0,550.18
20180801:0710,630.42,130.79,13.91,48.32,24.04,2.21,0,775.12
20180801:0810,745.23,159.95,15.95,58.6,26.05,2.41,0,921.13
20180801:0910,520.99,337.87,15.06,66.27,27.61,2.55,0,873.92
20180801:1010,49.14,403.86,8.79,68.21,28.52,2.69,0,461.79
20180801:1110,305.41,402.84,12.8,63.1,28.7,2.9,0,721.05
20180801:1210,140.16,378.28,9.78,53.88,29.06,3.03,0,528.22
20180801:1310,417.64,196.33,11.5,43.01,29.45,3.03,0,625.47
20180801:1410,1.71,160.94,3.24,31.57,29.43,3.1,0,165.89
20180801:1510,120.98,82.89,5.32,20.04,29.13,3.31,0,209.19
20180801:1610,0,47.1,0.99,8.74,28.22,3.38,0,48.09
20180801:1710,0,0,0,0,26.5,3.31,0,0
20180801:1810,0,0,0,0,24.66,3.38,0,0
20180801:1910,0,0,0,0,23.39,3.38,0,0
20180801:2010,0,0,0,0,22.2,2.83,0,0
20180801:2110,0,0,0,0,21.47,2.34,0,0
20180801:2210,0,0,0,0,20.72,2.07,0,0
20180801:2310,0,0,0,0,20.07,1.86,0,0
20180802:0010,0,0,0,0,19.47,1.86,0,0
